Gender,Reps,Year,Time Format,AP/JC,FF/PR/PB,HR/FR,Exercise
Male,9,2018,UNTIMED,JC,FF,,3
Female,9,2017,UNTIMED,AP,FF,,3
Male,9,2016,UNTIMED,AP,FF,,3
Male,9,2015,UNTIMED,AP,FF,,3
Male,9,2015,UNTIMED,AP,FF,,3
Male,9,2021,UNTIMED,JC,PB,,3
Female,8,2019,UNTIMED,JC,FF,,3
Male,8,2019,UNTIMED,JC,FF,,3
Female,8,2019,UNTIMED,JC,FF,,3
Male,8,2019,UNTIMED,JC,FF,,3
Male,8,2018,UNTIMED,JC,FF,,3
Male,8,2017,UNTIMED,AP,FF,,3
Male,8,2015,UNTIMED,AP,FF,,3
Male,8,2020,UNTIMED,JC,PB,,3
Male,8,2020,UNTIMED,JC,PB,,3
Male,8,2020,UNTIMED,JC,PB,,3
Male,8,2022,UNTIMED,JC,PB,,3
Male,8,2022,UNTIMED,JC,PB,,3
Female,7,2019,UNTIMED,JC,FF,,3
Male,7,2019,UNTIMED,JC,FF,,3
Male,7,2019,UNTIMED,JC,FF,,3
Male,7,2015,UNTIMED,AP,FF,,3
Male,7,2015,UNTIMED,AP,FF,,3
Female,7,2015,UNTIMED,AP,FF,,3
Male,7,2015,UNTIMED,AP,FF,,3
Male,7,2021,UNTIMED,JC,PB,,3
Male,7,2023,UNTIMED,JC,PB,,3
Male,6,2017,UNTIMED,AP,FF,,3
Female,6,2016,UNTIMED,AP,FF,,3
Male,5,2019,UNTIMED,JC,FF,,3
Female,5,2019,UNTIMED,JC,FF,,3
Male,5,2019,UNTIMED,JC,FF,,3
Female,5,2018,UNTIMED,JC,FF,,3
Male,5,2015,UNTIMED,AP,FF,,3
Male,5,2015,UNTIMED,AP,FF,,3
Female,4,2018,UNTIMED,JC,FF,,3
Female,4,2016,UNTIMED,AP,FF,,3
Male,4,2015,UNTIMED,AP,FF,,3
Male,4,2015,UNTIMED,AP,FF,,3
Male,4,2015,UNTIMED,AP,FF,,3
Male,4,2023,UNTIMED,JC,PB,,3
Male,3,2019,UNTIMED,JC,FF,,3
Female,3,2019,UNTIMED,JC,FF,,3
Female,3,2017,UNTIMED,AP,FF,,3
Male,2,2019,UNTIMED,JC,FF,,3
Male,2,2019,UNTIMED,JC,FF,,3
Male,2,2018,UNTIMED,JC,FF,,3
Male,2,2021,UNTIMED,JC,PB,,3
Male,1,2019,UNTIMED,JC,FF,,3
Male,1,2018,UNTIMED,JC,FF,,3
Male,1,2017,UNTIMED,AP,FF,,3
Female,1,2016,UNTIMED,AP,FF,,3
Male,1,2023,UNTIMED,JC,PB,,3
Male,120,2020,2 MINUTES,,,HR,4
Male,116,2019,2 MINUTES,,,HR,4
Male,112,2017,2 MINUTES,,,HR,4
Female,109,2019,2 MINUTES,,,HR,4
Male,108,2019,2 MINUTES,,,HR,4
Male,107,2017,2 MINUTES,,,HR,4
Male,106,2019,2 MINUTES,,,HR,4
Female,105,2018,2 MINUTES,,,HR,4
Male,105,2020,2 MINUTES,,,HR,4
Female,104,2022,2 MINUTES,,,HR,4
Male,103,2020,2 MINUTES,,,HR,4
Male,102,2017,2 MINUTES,,,HR,4
Female,101,2019,2 MINUTES,,,HR,4
Female,101,2017,2 MINUTES,,,HR,4
Female,101,2017,2 MINUTES,,,HR,4
Male,100,2018,2 MINUTES,,,HR,4
Male,100,2022,2 MINUTES,,,HR,4
Female,99,2019,2 MINUTES,,,HR,4
Male,99,2018,2 MINUTES,,,HR,4
Male,99,2021,2 MINUTES,,,HR,4
Female,98,2019,2 MINUTES,,,HR,4
Male,98,2018,2 MINUTES,,,HR,4
Male,98,2018,2 MINUTES,,,HR,4
Male,98,2022,2 MINUTES,,,HR,4
Female,97,2021,2 MINUTES,,,HR,4
Female,96,2020,2 MINUTES,,,HR,4
Male,96,2020,2 MINUTES,,,HR,4
Male,95,2019,2 MINUTES,,,HR,4
Male,95,2019,2 MINUTES,,,HR,4
Female,95,2019,2 MINUTES,,,HR,4
Male,95,2017,2 MINUTES,,,HR,4
Male,93,2019,2 MINUTES,,,HR,4
Male,93,2019,2 MINUTES,,,HR,4
Male,93,2019,2 MINUTES,,,HR,4
Male,93,2018,2 MINUTES,,,HR,4
Male,93,2018,2 MINUTES,,,HR,4
Male,92,2021,2 MINUTES,,,HR,4
Male,92,2022,2 MINUTES,,,HR,4
Female,91,2018,2 MINUTES,,,HR,4
Male,91,2017,2 MINUTES,,,HR,4
Male,91,2017,2 MINUTES,,,HR,4
Male,91,2022,2 MINUTES,,,HR,4
Male,90,2019,2 MINUTES,,,HR,4
Male,90,2018,2 MINUTES,,,HR,4
Male,90,2020,2 MINUTES,,,HR,4
Male,90,2022,2 MINUTES,,,HR,4
Male,90,2022,2 MINUTES,,,HR,4
Male,89,2019,2 MINUTES,,,HR,4
Male,89,2018,2 MINUTES,,,HR,4
Male,89,2018,2 MINUTES,,,HR,4
Male,89,2017,2 MINUTES,,,HR,4
Male,89,2021,2 MINUTES,,,HR,4
Male,89,2022,2 MINUTES,,,HR,4
Male,88,2019,2 MINUTES,,,HR,4
Male,88,2017,2 MINUTES,,,HR,4
Male,88,2021,2 MINUTES,,,HR,4
Male,88,2023,2 MINUTES,,,FR,4
Male,87,2018,2 MINUTES,,,HR,4
Male,87,2018,2 MINUTES,,,HR,4
Male,87,2022,2 MINUTES,,,HR,4
Male,87,2023,2 MINUTES,,,FR,4
Male,86,2017,2 MINUTES,,,HR,4
Male,86,2021,2 MINUTES,,,HR,4
Male,85,2018,2 MINUTES,,,HR,4
Male,85,2017,2 MINUTES,,,HR,4
Male,85,2021,2 MINUTES,,,HR,4
Male,85,2021,2 MINUTES,,,HR,4
Male,85,2021,2 MINUTES,,,HR,4
Male,85,2023,2 MINUTES,,,FR,4
Female,84,2019,2 MINUTES,,,HR,4
Male,84,2019,2 MINUTES,,,HR,4
Male,84,2018,2 MINUTES,,,HR,4
Male,84,2017,2 MINUTES,,,HR,4
Male,84,2017,2 MINUTES,,,HR,4
Male,83,2019,2 MINUTES,,,HR,4
Female,83,2019,2 MINUTES,,,HR,4
Male,83,2019,2 MINUTES,,,HR,4
Male,83,2019,2 MINUTES,,,HR,4
Male,83,2018,2 MINUTES,,,HR,4
Male,83,2017,2 MINUTES,,,HR,4
Male,83,2017,2 MINUTES,,,HR,4
Male,83,2017,2 MINUTES,,,HR,4
Male,83,2023,2 MINUTES,,,FR,4
Male,82,2019,2 MINUTES,,,HR,4
Male,82,2018,2 MINUTES,,,HR,4
Male,82,2018,2 MINUTES,,,HR,4
Female,82,2022,2 MINUTES,,,HR,4
Male,81,2019,2 MINUTES,,,HR,4
Male,81,2018,2 MINUTES,,,HR,4
Male,81,2021,2 MINUTES,,,HR,4
Male,81,2022,2 MINUTES,,,HR,4
Male,81,2022,2 MINUTES,,,HR,4
Male,80,2018,2 MINUTES,,,HR,4
Female,80,2018,2 MINUTES,,,HR,4
Male,80,2018,2 MINUTES,,,HR,4
Male,80,2017,2 MINUTES,,,HR,4
Male,80,2022,2 MINUTES,,,HR,4
Male,80,2023,2 MINUTES,,,FR,4
Male,79,2019,2 MINUTES,,,HR,4
Male,79,2017,2 MINUTES,,,HR,4
Male,79,2017,2 MINUTES,,,HR,4
Male,79,2023,2 MINUTES,,,FR,4
Male,79,2023,2 MINUTES,,,FR,4
Male,78,2019,2 MINUTES,,,HR,4
Male,78,2019,2 MINUTES,,,HR,4
Male,78,2017,2 MINUTES,,,HR,4
Male,77,2019,2 MINUTES,,,HR,4
Male,77,2018,2 MINUTES,,,HR,4
Male,77,2017,2 MINUTES,,,HR,4
Male,77,2020,2 MINUTES,,,HR,4
Male,77,2021,2 MINUTES,,,HR,4
Male,77,2022,2 MINUTES,,,HR,4
Male,76,2019,2 MINUTES,,,HR,4
Female,76,2018,2 MINUTES,,,HR,4
Male,76,2020,2 MINUTES,,,HR,4
Male,76,2022,2 MINUTES,,,HR,4
Male,76,2023,2 MINUTES,,,FR,4
Male,76,2023,2 MINUTES,,,FR,4
Male,76,2023,2 MINUTES,,,FR,4
Male,75,2018,2 MINUTES,,,HR,4
Male,75,2018,2 MINUTES,,,HR,4
Female,75,2018,2 MINUTES,,,HR,4
Male,75,2022,2 MINUTES,,,HR,4
Male,74,2019,2 MINUTES,,,HR,4
Male,74,2019,2 MINUTES,,,HR,4
Male,74,2022,2 MINUTES,,,HR,4
Male,74,2023,2 MINUTES,,,FR,4
Male,74,2023,2 MINUTES,,,FR,4
Male,73,2018,2 MINUTES,,,HR,4
Male,73,2021,2 MINUTES,,,HR,4
Male,73,2021,2 MINUTES,,,HR,4
Male,73,2021,2 MINUTES,,,HR,4
Male,73,2022,2 MINUTES,,,HR,4
Female,72,2019,2 MINUTES,,,HR,4
Male,72,2020,2 MINUTES,,,HR,4
Male,72,2022,2 MINUTES,,,HR,4
Male,71,2018,2 MINUTES,,,HR,4
Male,70,2018,2 MINUTES,,,HR,4
Male,70,2018,2 MINUTES,,,HR,4
Male,70,2020,2 MINUTES,,,HR,4
Male,70,2021,2 MINUTES,,,HR,4
Male,70,2022,2 MINUTES,,,HR,4
Male,70,2022,2 MINUTES,,,HR,4
Male,69,2018,2 MINUTES,,,HR,4
Male,69,2022,2 MINUTES,,,HR,4
Male,68,2017,2 MINUTES,,,HR,4
Male,68,2020,2 MINUTES,,,HR,4
Male,68,2020,2 MINUTES,,,HR,4
Female,68,2021,2 MINUTES,,,HR,4
Male,67,2018,2 MINUTES,,,HR,4
Male,67,2018,2 MINUTES,,,HR,4
Male,67,2020,2 MINUTES,,,HR,4
Male,67,2020,2 MINUTES,,,HR,4
Male,67,2021,2 MINUTES,,,HR,4
Male,67,2022,2 MINUTES,,,HR,4
Male,67,2023,2 MINUTES,,,FR,4
Male,66,2017,2 MINUTES,,,HR,4
Male,66,2020,2 MINUTES,,,HR,4
Male,65,2018,2 MINUTES,,,HR,4
Male,65,2018,2 MINUTES,,,HR,4
Male,65,2017,2 MINUTES,,,HR,4
Male,65,2021,2 MINUTES,,,HR,4
Male,65,2021,2 MINUTES,,,HR,4
Male,65,2022,2 MINUTES,,,HR,4
Male,65,2023,2 MINUTES,,,FR,4
Female,65,2023,2 MINUTES,,,FR,4
Male,65,2023,2 MINUTES,,,FR,4
Male,64,2019,2 MINUTES,,,HR,4
Male,64,2018,2 MINUTES,,,HR,4
Female,64,2017,2 MINUTES,,,HR,4
Male,64,2021,2 MINUTES,,,HR,4
Male,64,2023,2 MINUTES,,,FR,4
Male,63,2019,2 MINUTES,,,HR,4
Male,63,2018,2 MINUTES,,,HR,4
Male,63,2021,2 MINUTES,,,HR,4
Male,63,2022,2 MINUTES,,,HR,4
Male,63,2023,2 MINUTES,,,FR,4
Male,62,2019,2 MINUTES,,,HR,4
Male,62,2020,2 MINUTES,,,HR,4
Male,62,2021,2 MINUTES,,,HR,4
Male,62,2022,2 MINUTES,,,HR,4
Male,62,2023,2 MINUTES,,,FR,4
Female,61,2019,2 MINUTES,,,HR,4
Male,61,2018,2 MINUTES,,,HR,4
Male,61,2018,2 MINUTES,,,HR,4
Male,61,2023,2 MINUTES,,,FR,4
Male,60,2018,2 MINUTES,,,HR,4
Female,60,2017,2 MINUTES,,,HR,4
Male,60,2021,2 MINUTES,,,HR,4
Male,60,2021,2 MINUTES,,,HR,4
Male,60,2022,2 MINUTES,,,HR,4
Male,59,2019,2 MINUTES,,,HR,4
Male,59,2023,2 MINUTES,,,FR,4
Male,58,2018,2 MINUTES,,,HR,4
Male,58,2018,2 MINUTES,,,HR,4
Male,58,2018,2 MINUTES,,,HR,4
Female,58,2018,2 MINUTES,,,HR,4
Male,58,2017,2 MINUTES,,,HR,4
Male,58,2021,2 MINUTES,,,HR,4
Male,58,2022,2 MINUTES,,,HR,4
Male,57,2017,2 MINUTES,,,HR,4
Male,57,2022,2 MINUTES,,,HR,4
Male,57,2023,2 MINUTES,,,FR,4
Male,56,2019,2 MINUTES,,,HR,4
Male,56,2023,2 MINUTES,,,FR,4
Male,55,2017,2 MINUTES,,,HR,4
Male,55,2023,2 MINUTES,,,FR,4
Male,54,2019,2 MINUTES,,,HR,4
Male,54,2020,2 MINUTES,,,HR,4
Male,54,2021,2 MINUTES,,,HR,4
Female,54,2021,2 MINUTES,,,HR,4
Female,53,2022,2 MINUTES,,,HR,4
Male,52,2019,2 MINUTES,,,HR,4
Male,52,2018,2 MINUTES,,,HR,4
Male,52,2022,2 MINUTES,,,HR,4
Male,52,2022,2 MINUTES,,,HR,4
Female,51,2021,2 MINUTES,,,HR,4
Male,51,2022,2 MINUTES,,,HR,4
Male,51,2023,2 MINUTES,,,FR,4
Male,50,2017,2 MINUTES,,,HR,4
Male,50,2021,2 MINUTES,,,HR,4
Male,47,2018,2 MINUTES,,,HR,4
Female,46,2020,2 MINUTES,,,HR,4
Male,45,2019,2 MINUTES,,,HR,4
Male,45,2023,2 MINUTES,,,FR,4
Male,44,2019,2 MINUTES,,,HR,4
Male,43,2019,2 MINUTES,,,HR,4
Male,43,2018,2 MINUTES,,,HR,4
Male,43,2017,2 MINUTES,,,HR,4
Male,43,2021,2 MINUTES,,,HR,4
Male,42,2022,2 MINUTES,,,HR,4
Female,41,2020,2 MINUTES,,,HR,4
Female,41,2023,2 MINUTES,,,FR,4
Male,40,2018,2 MINUTES,,,HR,4
Male,39,2021,2 MINUTES,,,HR,4
Male,35,2020,2 MINUTES,,,HR,4
Male,34,2017,2 MINUTES,,,HR,4
Male,21,2023,2 MINUTES,,,FR,4
Male,17,2018,2 MINUTES,,,HR,4
Male,151,2019,2 MINUTES,,,HR,5
Male,150,2019,2 MINUTES,,,HR,5
Male,140,2019,2 MINUTES,,,HR,5
Male,140,2018,2 MINUTES,,,HR,5
Male,137,2018,2 MINUTES,,,HR,5
Male,136,2019,2 MINUTES,,,HR,5
Male,136,2019,2 MINUTES,,,HR,5
Male,136,2019,2 MINUTES,,,HR,5
Female,135,2020,2 MINUTES,,,HR,5
Male,134,2018,2 MINUTES,,,HR,5
Male,134,2017,2 MINUTES,,,HR,5
Male,133,2019,2 MINUTES,,,HR,5
Male,133,2017,2 MINUTES,,,HR,5
Male,132,2017,2 MINUTES,,,HR,5
Female,131,2019,2 MINUTES,,,HR,5
Female,131,2019,2 MINUTES,,,HR,5
Male,131,2018,2 MINUTES,,,HR,5
Male,131,2018,2 MINUTES,,,HR,5
Male,130,2020,2 MINUTES,,,HR,5
Male,130,2021,2 MINUTES,,,FR,5
Male,129,2020,2 MINUTES,,,HR,5
Male,128,2019,2 MINUTES,,,HR,5
Male,128,2019,2 MINUTES,,,HR,5
Male,127,2019,2 MINUTES,,,HR,5
Male,127,2018,2 MINUTES,,,HR,5
Male,126,2019,2 MINUTES,,,HR,5
Female,126,2019,2 MINUTES,,,HR,5
Male,126,2019,2 MINUTES,,,HR,5
Male,126,2020,2 MINUTES,,,HR,5
Male,125,2019,2 MINUTES,,,HR,5
Female,125,2019,2 MINUTES,,,HR,5
Male,125,2019,2 MINUTES,,,HR,5
Male,124,2018,2 MINUTES,,,HR,5
Male,124,2016,2 MINUTES,,,FR,5
Male,124,2021,2 MINUTES,,,FR,5
Male,123,2019,2 MINUTES,,,HR,5
Male,123,2016,2 MINUTES,,,FR,5
Male,123,2022,2 MINUTES,,,FR,5
Male,122,2018,2 MINUTES,,,HR,5
Male,122,2018,2 MINUTES,,,HR,5
Male,122,2022,2 MINUTES,,,FR,5
Male,121,2019,2 MINUTES,,,HR,5
Male,121,2018,2 MINUTES,,,HR,5
Female,121,2017,2 MINUTES,,,HR,5
Male,120,2019,2 MINUTES,,,HR,5
Male,120,2018,2 MINUTES,,,HR,5
Male,120,2018,2 MINUTES,,,HR,5
Male,120,2017,2 MINUTES,,,HR,5
Male,120,2017,2 MINUTES,,,HR,5
Male,118,2019,2 MINUTES,,,HR,5
Female,118,2022,2 MINUTES,,,FR,5
Male,118,2023,2 MINUTES,,,FR,5
Female,117,2018,2 MINUTES,,,HR,5
Male,117,2016,2 MINUTES,,,FR,5
Female,117,2021,2 MINUTES,,,FR,5
Male,117,2023,2 MINUTES,,,FR,5
Male,116,2019,2 MINUTES,,,HR,5
Male,115,2019,2 MINUTES,,,HR,5
Male,115,2015,2 MINUTES,,,FR,5
Male,114,2021,2 MINUTES,,,FR,5
Male,114,2021,2 MINUTES,,,FR,5
Male,113,2019,2 MINUTES,,,HR,5
Male,113,2021,2 MINUTES,,,FR,5
Female,112,2019,2 MINUTES,,,HR,5
Female,112,2019,2 MINUTES,,,HR,5
Male,112,2018,2 MINUTES,,,HR,5
Male,112,2018,2 MINUTES,,,HR,5
Male,112,2022,2 MINUTES,,,FR,5
Male,112,2023,2 MINUTES,,,FR,5
Male,111,2019,2 MINUTES,,,HR,5
Male,111,2022,2 MINUTES,,,FR,5
Male,111,2023,2 MINUTES,,,FR,5
Male,111,2023,2 MINUTES,,,FR,5
Male,110,2019,2 MINUTES,,,HR,5
Male,110,2019,2 MINUTES,,,HR,5
Male,110,2017,2 MINUTES,,,HR,5
Male,110,2017,2 MINUTES,,,HR,5
Male,110,2015,2 MINUTES,,,FR,5
Male,110,2020,2 MINUTES,,,HR,5
Male,110,2021,2 MINUTES,,,FR,5
Female,110,2021,2 MINUTES,,,FR,5
Male,110,2022,2 MINUTES,,,FR,5
Male,110,2022,2 MINUTES,,,FR,5
Male,110,2023,2 MINUTES,,,FR,5
Male,110,2023,2 MINUTES,,,FR,5
Male,109,2019,2 MINUTES,,,HR,5
Female,109,2019,2 MINUTES,,,HR,5
Male,109,2018,2 MINUTES,,,HR,5
Female,109,2018,2 MINUTES,,,HR,5
Male,109,2015,2 MINUTES,,,FR,5
Male,109,2021,2 MINUTES,,,FR,5
Male,109,2021,2 MINUTES,,,FR,5
Female,108,2019,2 MINUTES,,,HR,5
Male,108,2019,2 MINUTES,,,HR,5
Male,108,2017,2 MINUTES,,,HR,5
Male,108,2016,2 MINUTES,,,FR,5
Male,108,2020,2 MINUTES,,,HR,5
Male,108,2022,2 MINUTES,,,FR,5
Male,108,2022,2 MINUTES,,,FR,5
Male,107,2019,2 MINUTES,,,HR,5
Male,107,2018,2 MINUTES,,,HR,5
Male,107,2020,2 MINUTES,,,HR,5
Male,107,2022,2 MINUTES,,,FR,5
Male,106,2019,2 MINUTES,,,HR,5
Male,106,2018,2 MINUTES,,,HR,5
Female,106,2022,2 MINUTES,,,FR,5
Male,106,2023,2 MINUTES,,,FR,5
Male,106,2023,2 MINUTES,,,FR,5
Male,105,2019,2 MINUTES,,,HR,5
Female,105,2019,2 MINUTES,,,HR,5
Female,105,2018,2 MINUTES,,,HR,5
Male,105,2017,2 MINUTES,,,HR,5
Male,105,2017,2 MINUTES,,,HR,5
Male,105,2017,2 MINUTES,,,HR,5
Male,105,2022,2 MINUTES,,,FR,5
Male,104,2019,2 MINUTES,,,HR,5
Female,104,2019,2 MINUTES,,,HR,5
Male,104,2019,2 MINUTES,,,HR,5
Female,104,2019,2 MINUTES,,,HR,5
Male,104,2018,2 MINUTES,,,HR,5
Male,104,2018,2 MINUTES,,,HR,5
Male,104,2021,2 MINUTES,,,FR,5
Male,103,2018,2 MINUTES,,,HR,5
Male,103,2020,2 MINUTES,,,HR,5
Male,103,2020,2 MINUTES,,,HR,5
Male,103,2020,2 MINUTES,,,HR,5
Male,103,2021,2 MINUTES,,,FR,5
Male,103,2021,2 MINUTES,,,FR,5
Male,103,2022,2 MINUTES,,,FR,5
Male,103,2023,2 MINUTES,,,FR,5
Male,102,2019,2 MINUTES,,,HR,5
Male,102,2018,2 MINUTES,,,HR,5
Male,102,2017,2 MINUTES,,,HR,5
Female,102,2017,2 MINUTES,,,HR,5
Male,102,2017,2 MINUTES,,,HR,5
Male,102,2020,2 MINUTES,,,HR,5
Male,102,2022,2 MINUTES,,,FR,5
Male,101,2019,2 MINUTES,,,HR,5
Male,101,2019,2 MINUTES,,,HR,5
Female,101,2019,2 MINUTES,,,HR,5
Male,101,2017,2 MINUTES,,,HR,5
Male,101,2016,2 MINUTES,,,FR,5
Male,101,2021,2 MINUTES,,,FR,5
Male,100,2019,2 MINUTES,,,HR,5
Male,100,2018,2 MINUTES,,,HR,5
Female,100,2018,2 MINUTES,,,HR,5
Male,100,2018,2 MINUTES,,,HR,5
Male,100,2017,2 MINUTES,,,HR,5
Male,100,2017,2 MINUTES,,,HR,5
Male,100,2016,2 MINUTES,,,FR,5
Male,100,2020,2 MINUTES,,,HR,5
Male,100,2021,2 MINUTES,,,FR,5
Male,99,2018,2 MINUTES,,,HR,5
Male,99,2018,2 MINUTES,,,HR,5
Male,99,2017,2 MINUTES,,,HR,5
Male,99,2017,2 MINUTES,,,HR,5
Male,99,2021,2 MINUTES,,,FR,5
Male,99,2021,2 MINUTES,,,FR,5
Male,99,2022,2 MINUTES,,,FR,5
Male,99,2022,2 MINUTES,,,FR,5
Male,99,2022,2 MINUTES,,,FR,5
Female,99,2023,2 MINUTES,,,FR,5
Male,98,2018,2 MINUTES,,,HR,5
Male,98,2016,2 MINUTES,,,FR,5
Male,98,2016,2 MINUTES,,,FR,5
Male,98,2023,2 MINUTES,,,FR,5
Male,98,2023,2 MINUTES,,,FR,5
Female,97,2019,2 MINUTES,,,HR,5
Male,97,2017,2 MINUTES,,,HR,5
Male,97,2015,2 MINUTES,,,FR,5
Male,97,2020,2 MINUTES,,,HR,5
Male,97,2021,2 MINUTES,,,FR,5
Male,96,2019,2 MINUTES,,,HR,5
Male,96,2019,2 MINUTES,,,HR,5
Male,96,2016,2 MINUTES,,,FR,5
Male,96,2015,2 MINUTES,,,FR,5
Male,96,2021,2 MINUTES,,,FR,5
Male,96,2022,2 MINUTES,,,FR,5
Male,96,2022,2 MINUTES,,,FR,5
Male,96,2023,2 MINUTES,,,FR,5
Male,96,2023,2 MINUTES,,,FR,5
Male,95,2019,2 MINUTES,,,HR,5
Male,95,2018,2 MINUTES,,,HR,5
Male,95,2018,2 MINUTES,,,HR,5
Female,95,2018,2 MINUTES,,,HR,5
Male,95,2017,2 MINUTES,,,HR,5
Female,95,2017,2 MINUTES,,,HR,5
Male,95,2020,2 MINUTES,,,HR,5
Male,95,2023,2 MINUTES,,,FR,5
Male,95,2023,2 MINUTES,,,FR,5
Female,94,2016,2 MINUTES,,,FR,5
Male,94,2015,2 MINUTES,,,FR,5
Male,94,2020,2 MINUTES,,,HR,5
Male,94,2021,2 MINUTES,,,FR,5
Male,94,2021,2 MINUTES,,,FR,5
Male,93,2019,2 MINUTES,,,HR,5
Male,93,2019,2 MINUTES,,,HR,5
Male,93,2018,2 MINUTES,,,HR,5
Male,93,2018,2 MINUTES,,,HR,5
Male,93,2021,2 MINUTES,,,FR,5
Male,93,2021,2 MINUTES,,,FR,5
Female,93,2022,2 MINUTES,,,FR,5
Male,93,2022,2 MINUTES,,,FR,5
Male,92,2019,2 MINUTES,,,HR,5
Male,92,2019,2 MINUTES,,,HR,5
Male,92,2021,2 MINUTES,,,FR,5
Male,92,2021,2 MINUTES,,,FR,5
Male,92,2022,2 MINUTES,,,FR,5
Male,92,2023,2 MINUTES,,,FR,5
Male,91,2018,2 MINUTES,,,HR,5
Male,91,2016,2 MINUTES,,,FR,5
Male,91,2016,2 MINUTES,,,FR,5
Male,91,2016,2 MINUTES,,,FR,5
Female,90,2019,2 MINUTES,,,HR,5
Male,90,2019,2 MINUTES,,,HR,5
Male,90,2019,2 MINUTES,,,HR,5
Male,90,2018,2 MINUTES,,,HR,5
Male,90,2018,2 MINUTES,,,HR,5
Male,90,2017,2 MINUTES,,,HR,5
Male,90,2015,2 MINUTES,,,FR,5
Male,90,2022,2 MINUTES,,,FR,5
Male,90,2023,2 MINUTES,,,FR,5
Male,90,2023,2 MINUTES,,,FR,5
Male,89,2018,2 MINUTES,,,HR,5
Male,89,2017,2 MINUTES,,,HR,5
Male,89,2021,2 MINUTES,,,FR,5
Male,89,2021,2 MINUTES,,,FR,5
Female,89,2021,2 MINUTES,,,FR,5
Female,89,2021,2 MINUTES,,,FR,5
Male,89,2022,2 MINUTES,,,FR,5
Male,89,2023,2 MINUTES,,,FR,5
Male,88,2019,2 MINUTES,,,HR,5
Male,88,2019,2 MINUTES,,,HR,5
Male,88,2017,2 MINUTES,,,HR,5
Male,88,2022,2 MINUTES,,,FR,5
Male,88,2022,2 MINUTES,,,FR,5
Male,87,2018,2 MINUTES,,,HR,5
Male,86,2019,2 MINUTES,,,HR,5
Male,86,2019,2 MINUTES,,,HR,5
Male,86,2017,2 MINUTES,,,HR,5
Male,86,2020,2 MINUTES,,,HR,5
Male,86,2020,2 MINUTES,,,HR,5
Male,86,2021,2 MINUTES,,,FR,5
Male,86,2022,2 MINUTES,,,FR,5
Male,85,2018,2 MINUTES,,,HR,5
Male,85,2016,2 MINUTES,,,FR,5
Male,85,2016,2 MINUTES,,,FR,5
Male,85,2015,2 MINUTES,,,FR,5
Male,85,2022,2 MINUTES,,,FR,5
Male,84,2017,2 MINUTES,,,HR,5
Male,84,2016,2 MINUTES,,,FR,5
Male,84,2016,2 MINUTES,,,FR,5
Male,84,2016,2 MINUTES,,,FR,5
Male,84,2015,2 MINUTES,,,FR,5
Male,84,2020,2 MINUTES,,,HR,5
Female,84,2020,2 MINUTES,,,HR,5
Male,83,2019,2 MINUTES,,,HR,5
Female,83,2018,2 MINUTES,,,HR,5
Male,83,2022,2 MINUTES,,,FR,5
Male,83,2023,2 MINUTES,,,FR,5
Male,83,2023,2 MINUTES,,,FR,5
Male,82,2019,2 MINUTES,,,HR,5
Male,82,2019,2 MINUTES,,,HR,5
Male,82,2015,2 MINUTES,,,FR,5
Male,82,2023,2 MINUTES,,,FR,5
Female,81,2019,2 MINUTES,,,HR,5
Male,81,2018,2 MINUTES,,,HR,5
Male,81,2017,2 MINUTES,,,HR,5
Male,81,2016,2 MINUTES,,,FR,5
Male,81,2015,2 MINUTES,,,FR,5
Male,81,2015,2 MINUTES,,,FR,5
Male,80,2018,2 MINUTES,,,HR,5
Male,80,2015,2 MINUTES,,,FR,5
Female,80,2020,2 MINUTES,,,HR,5
Male,80,2022,2 MINUTES,,,FR,5
Male,80,2023,2 MINUTES,,,FR,5
Female,80,2023,2 MINUTES,,,FR,5
Male,79,2019,2 MINUTES,,,HR,5
Male,79,2023,2 MINUTES,,,FR,5
Male,78,2016,2 MINUTES,,,FR,5
Male,78,2015,2 MINUTES,,,FR,5
Male,78,2022,2 MINUTES,,,FR,5
Male,78,2023,2 MINUTES,,,FR,5
Male,76,2018,2 MINUTES,,,HR,5
Male,76,2015,2 MINUTES,,,FR,5
Male,75,2019,2 MINUTES,,,HR,5
Male,75,2018,2 MINUTES,,,HR,5
Male,75,2018,2 MINUTES,,,HR,5
Male,75,2016,2 MINUTES,,,FR,5
Male,75,2015,2 MINUTES,,,FR,5
Male,75,2015,2 MINUTES,,,FR,5
Male,75,2015,2 MINUTES,,,FR,5
Male,75,2022,2 MINUTES,,,FR,5
Male,74,2017,2 MINUTES,,,HR,5
Male,74,2015,2 MINUTES,,,FR,5
Male,74,2022,2 MINUTES,,,FR,5
Male,73,2015,2 MINUTES,,,FR,5
Male,72,2019,2 MINUTES,,,HR,5
Male,72,2015,2 MINUTES,,,FR,5
Male,72,2015,2 MINUTES,,,FR,5
Male,71,2018,2 MINUTES,,,HR,5
Male,71,2016,2 MINUTES,,,FR,5
Male,71,2015,2 MINUTES,,,FR,5
Male,71,2022,2 MINUTES,,,FR,5
Male,70,2019,2 MINUTES,,,HR,5
Male,70,2018,2 MINUTES,,,HR,5
Female,70,2017,2 MINUTES,,,HR,5
Female,70,2016,2 MINUTES,,,FR,5
Female,70,2016,2 MINUTES,,,FR,5
Male,70,2015,2 MINUTES,,,FR,5
Male,70,2015,2 MINUTES,,,FR,5
Male,70,2023,2 MINUTES,,,FR,5
